timestamp,sensor,lux,kelvin,rgbR,rgbG,rgbB,rgbIR,movement,mEDI,R',G',B'
21-06-2023 07.18.03,New Button,40,4129,32,31,23,33,0,37,0.00045714272,0.00044285701,0.00032857133
21-06-2023 07.18.18,New Button,56,3931,48,43,32,28,0,62,0.00068571408,0.0006142855300000001,0.00045714272
21-06-2023 07.18.33,New Button,92,3915,77,69,51,23,0,102,0.00109999967,0.00098571399,0.00072857121
21-06-2023 07.18.48,New Button,100,4513,72,78,59,48,0,74,0.00102857112,0.00111428538,0.00084285689
21-06-2023 07.19.03,New Button,95,4538,69,75,57,46,0,70,0.00098571399,0.00107142825,0.0008142854700000001
21-06-2023 07.19.18,New Button,95,4538,69,75,57,49,0,70,0.00098571399,0.00107142825,0.0008142854700000001
21-06-2023 07.19.33,New Button,95,4483,69,74,56,43,0,72,0.00098571399,0.00105714254,0.00079999976
21-06-2023 07.19.48,New Button,95,4538,69,75,57,45,0,70,0.00098571399,0.00107142825,0.0008142854700000001
21-06-2023 07.20.03,New Button,95,4493,70,75,57,46,0,72,0.0009999997,0.00107142825,0.0008142854700000001
21-06-2023 07.20.18,New Button,103,3931,87,78,58,24,0,114,0.00124285677,0.00111428538,0.00082857118
21-06-2023 07.20.33,New Button,90,3965,74,68,50,24,0,95,0.00105714254,0.0009714282800000001,0.0007142855
21-06-2023 07.20.48,New Button,90,3931,75,68,50,22,0,98,0.00107142825,0.0009714282800000001,0.0007142855
21-06-2023 07.21.03,New Button,93,3980,78,71,53,23,0,100,0.00111428538,0.00101428541,0.00075714263
21-06-2023 07.21.18,New Button,84,3986,69,63,47,23,0,90,0.00098571399,0.00089999973,0.00067142837
21-06-2023 07.21.33,New Button,90,3965,74,68,50,22,0,95,0.00105714254,0.0009714282800000001,0.0007142855
21-06-2023 07.21.48,New Button,92,3982,75,69,51,22,0,97,0.00107142825,0.00098571399,0.00072857121
21-06-2023 07.22.03,New Button,74,3871,63,56,41,23,0,83,0.00089999973,0.00079999976,0.00058571411
21-06-2023 07.22.18,New Button,37,3972,31,28,21,31,0,40,0.00044285701,0.00039999988,0.00029999991
21-06-2023 07.22.33,New Button,92,3982,75,69,51,23,0,97,0.00107142825,0.00098571399,0.00072857121
21-06-2023 07.22.48,New Button,90,3965,74,68,50,24,0,95,0.00105714254,0.0009714282800000001,0.0007142855
21-06-2023 07.23.03,New Button,89,4090,72,68,51,25,0,89,0.00102857112,0.0009714282800000001,0.00072857121
21-06-2023 07.23.18,New Button,90,3965,74,68,50,25,0,95,0.00105714254,0.0009714282800000001,0.0007142855
21-06-2023 07.23.33,New Button,92,3982,75,69,51,25,0,97,0.00107142825,0.00098571399,0.00072857121
21-06-2023 07.23.48,New Button,92,3982,75,69,51,25,0,97,0.00107142825,0.00098571399,0.00072857121
21-06-2023 07.24.03,New Button,92,3982,75,69,51,25,0,97,0.00107142825,0.00098571399,0.00072857121
21-06-2023 07.24.18,New Button,92,3982,75,69,51,24,0,97,0.00107142825,0.00098571399,0.00072857121
21-06-2023 07.24.33,New Button,90,4017,74,69,51,26,0,92,0.00105714254,0.00098571399,0.00072857121
21-06-2023 07.24.48,New Button,92,3982,75,69,51,25,0,97,0.00107142825,0.00098571399,0.00072857121
21-06-2023 07.25.04,New Button,92,3982,75,69,51,24,0,97,0.00107142825,0.00098571399,0.00072857121
21-06-2023 07.25.19,New Button,89,4090,72,68,51,22,0,89,0.00102857112,0.0009714282800000001,0.00072857121
21-06-2023 07.25.34,New Button,92,4276,70,71,53,33,0,78,0.0009999997,0.00101428541,0.00075714263
21-06-2023 07.25.49,New Button,92,4276,70,71,53,33,0,78,0.0009999997,0.00101428541,0.00075714263
21-06-2023 07.26.04,New Button,89,4221,70,69,52,30,0,81,0.0009999997,0.00098571399,0.00074285692
21-06-2023 07.26.19,New Button,92,4318,69,71,53,32,0,76,0.00098571399,0.00101428541,0.00075714263
21-06-2023 07.26.34,New Button,12,3296,12,9,6,14,0,17,0.00017142852,0.00012857139,8.571426e-05
21-06-2023 07.26.49,New Button,89,4221,70,69,52,29,0,81,0.0009999997,0.00098571399,0.00074285692
21-06-2023 07.27.04,New Button,92,4318,69,71,53,33,0,76,0.00098571399,0.00101428541,0.00075714263
21-06-2023 07.27.19,New Button,89,4090,72,68,51,21,0,89,0.00102857112,0.0009714282800000001,0.00072857121
21-06-2023 07.27.34,New Button,93,4013,77,71,53,20,0,97,0.00109999967,0.00101428541,0.00075714263
21-06-2023 07.27.49,New Button,95,3980,78,72,53,18,0,99,0.00111428538,0.00102857112,0.00075714263
21-06-2023 07.28.04,New Button,93,4063,77,72,54,22,0,95,0.00109999967,0.00102857112,0.00077142834
21-06-2023 07.28.19,New Button,95,3980,78,72,53,22,0,99,0.00111428538,0.00102857112,0.00075714263
21-06-2023 07.28.34,New Button,90,4017,74,69,51,20,0,92,0.00105714254,0.00098571399,0.00072857121
21-06-2023 07.28.49,New Button,97,4010,80,74,55,22,0,101,0.0011428568,0.00105714254,0.00078571405
21-06-2023 07.29.04,New Button,95,3980,78,72,53,23,0,99,0.00111428538,0.00102857112,0.00075714263
21-06-2023 07.29.19,New Button,93,4063,77,72,54,23,0,95,0.00109999967,0.00102857112,0.00077142834
21-06-2023 07.29.34,New Button,68,3976,56,51,38,26,0,73,0.00079999976,0.00072857121,0.00054285698
21-06-2023 07.29.49,New Button,93,4083,75,71,53,24,0,92,0.00107142825,0.00101428541,0.00075714263
21-06-2023 07.30.04,New Button,42,3895,35,31,23,31,0,47,0.00049999985,0.00044285701,0.00032857133
21-06-2023 07.30.19,New Button,77,4010,64,59,44,29,0,81,0.00091428544,0.00084285689,0.00062857124
21-06-2023 07.30.34,New Button,98,3946,82,74,55,25,0,107,0.00117142822,0.00105714254,0.00078571405
21-06-2023 07.30.49,New Button,97,4010,80,74,55,25,0,101,0.0011428568,0.00105714254,0.00078571405
21-06-2023 07.31.04,New Button,97,4010,80,74,55,25,0,101,0.0011428568,0.00105714254,0.00078571405
21-06-2023 07.31.19,New Button,102,3976,84,77,57,27,0,108,0.00119999964,0.00109999967,0.0008142854700000001
21-06-2023 07.31.34,New Button,50,3900,41,37,27,30,0,54,0.00058571411,0.00052857127,0.00038571417
21-06-2023 07.31.49,New Button,40,3786,35,30,22,36,0,48,0.00049999985,0.0004285713,0.00031428562
21-06-2023 07.32.04,New Button,6,3931,6,5,4,11,3,7,8.571426e-05,7.142855e-05,5.714284e-05
21-06-2023 07.32.19,New Button,66,3864,57,50,37,16,4,76,0.0008142854700000001,0.0007142855,0.00052857127
21-06-2023 07.32.34,New Button,118,4690,82,93,71,38,6,80,0.00117142822,0.00132857103,0.00101428541
21-06-2023 07.32.49,New Button,6,3568,7,5,4,8,2,9,9.999997e-05,7.142855e-05,5.714284e-05
21-06-2023 07.33.04,New Button,8,2820,8,5,3,15,12,10,0.00011428568,7.142855e-05,4.285713e-05
21-06-2023 07.33.19,New Button,12,4778,9,10,8,12,21,8,0.00012857139,0.0001428571,0.00011428568
21-06-2023 07.33.35,New Button,29,4820,20,23,18,17,3,19,0.0002857142,0.00032857133,0.00025714278
21-06-2023 07.33.50,New Button,29,4820,20,23,18,17,0,19,0.0002857142,0.00032857133,0.00025714278
21-06-2023 07.34.05,New Button,25,4566,18,20,15,16,0,17,0.00025714278,0.0002857142,0.00021428565
21-06-2023 07.34.20,New Button,25,4566,18,20,15,16,0,17,0.00025714278,0.0002857142,0.00021428565
21-06-2023 07.34.35,New Button,21,4693,15,17,13,15,0,14,0.00021428565,0.00024285707000000001,0.00018571423
21-06-2023 07.34.50,New Button,25,4753,17,20,15,16,0,16,0.00024285707000000001,0.0002857142,0.00021428565
21-06-2023 07.35.05,New Button,25,4566,18,20,15,16,0,17,0.00025714278,0.0002857142,0.00021428565
21-06-2023 07.35.20,New Button,25,4566,18,20,15,16,0,17,0.00025714278,0.0002857142,0.00021428565
21-06-2023 07.35.35,New Button,25,4566,18,20,15,16,0,17,0.00025714278,0.0002857142,0.00021428565
21-06-2023 07.35.50,New Button,25,4566,18,20,15,17,0,17,0.00025714278,0.0002857142,0.00021428565
21-06-2023 07.36.05,New Button,25,4566,18,20,15,17,0,17,0.00025714278,0.0002857142,0.00021428565
21-06-2023 07.36.20,New Button,25,4566,18,20,15,17,0,17,0.00025714278,0.0002857142,0.00021428565
21-06-2023 07.36.35,New Button,25,4778,18,21,16,18,0,16,0.00025714278,0.00029999991,0.00022857136
21-06-2023 07.36.50,New Button,27,4800,19,22,17,18,0,17,0.00027142849,0.00031428562,0.00024285707000000001
21-06-2023 07.37.05,New Button,25,4599,19,21,16,18,0,17,0.00027142849,0.00029999991,0.00022857136
21-06-2023 07.37.20,New Button,19,4185,15,15,11,17,11,16,0.00021428565,0.00021428565,0.00015714281
21-06-2023 07.37.35,New Button,21,4487,16,17,13,19,0,16,0.00022857136,0.00024285707000000001,0.00018571423
21-06-2023 07.37.50,New Button,21,4487,16,17,13,18,0,16,0.00022857136,0.00024285707000000001,0.00018571423
21-06-2023 07.38.05,New Button,22,4529,17,18,14,19,0,17,0.00024285707000000001,0.00025714278,0.00019999994
21-06-2023 07.38.20,New Button,22,4529,17,18,14,19,0,17,0.00024285707000000001,0.00025714278,0.00019999994
21-06-2023 07.38.35,New Button,22,4529,17,18,14,19,0,17,0.00024285707000000001,0.00025714278,0.00019999994
21-06-2023 07.38.50,New Button,22,4305,17,17,13,18,0,19,0.00024285707000000001,0.00024285707000000001,0.00018571423
21-06-2023 07.39.05,New Button,22,4529,17,18,14,19,0,17,0.00024285707000000001,0.00025714278,0.00019999994
21-06-2023 07.39.20,New Button,22,4529,17,18,14,19,0,17,0.00024285707000000001,0.00025714278,0.00019999994
21-06-2023 07.39.35,New Button,22,4529,17,18,14,18,0,17,0.00024285707000000001,0.00025714278,0.00019999994
21-06-2023 07.39.50,New Button,22,4529,17,18,14,18,0,17,0.00024285707000000001,0.00025714278,0.00019999994
21-06-2023 07.40.05,New Button,22,4529,17,18,14,19,0,17,0.00024285707000000001,0.00025714278,0.00019999994
21-06-2023 07.40.20,New Button,21,4487,16,17,13,18,0,16,0.00022857136,0.00024285707000000001,0.00018571423
21-06-2023 07.40.35,New Button,21,4487,16,17,13,18,0,16,0.00022857136,0.00024285707000000001,0.00018571423
21-06-2023 07.40.50,New Button,21,4487,16,17,13,18,0,16,0.00022857136,0.00024285707000000001,0.00018571423
21-06-2023 07.41.05,New Button,21,4487,16,17,13,18,0,16,0.00022857136,0.00024285707000000001,0.00018571423
21-06-2023 07.41.20,New Button,21,4487,16,17,13,18,0,16,0.00022857136,0.00024285707000000001,0.00018571423
21-06-2023 07.41.35,New Button,21,4487,16,17,13,18,0,16,0.00022857136,0.00024285707000000001,0.00018571423
21-06-2023 07.41.50,New Button,22,4529,17,18,14,19,0,17,0.00024285707000000001,0.00025714278,0.00019999994
21-06-2023 07.42.05,New Button,22,4529,17,18,14,19,0,17,0.00024285707000000001,0.00025714278,0.00019999994
21-06-2023 07.42.21,New Button,16,4508,11,12,9,17,0,11,0.00015714281,0.00017142852,0.00012857139
21-06-2023 07.42.36,New Button,19,3931,15,14,10,17,1,19,0.00021428565,0.00019999994,0.0001428571
21-06-2023 07.42.51,New Button,22,4305,17,17,13,18,0,19,0.00024285707000000001,0.00024285707000000001,0.00018571423
21-06-2023 07.43.06,New Button,22,4305,17,17,13,18,0,19,0.00024285707000000001,0.00024285707000000001,0.00018571423
21-06-2023 07.43.21,New Button,22,4305,17,17,13,18,0,19,0.00024285707000000001,0.00024285707000000001,0.00018571423
21-06-2023 07.43.36,New Button,32,4704,23,26,20,23,0,21,0.00032857133,0.00037142846,0.0002857142
21-06-2023 07.43.51,New Button,24,4354,18,19,14,18,0,18,0.00025714278,0.00027142849,0.00019999994
21-06-2023 07.44.06,New Button,32,4681,22,25,19,22,0,21,0.00031428562,0.00035714275,0.00027142849
21-06-2023 07.44.21,New Button,32,4538,23,25,19,22,14,23,0.00032857133,0.00035714275,0.00027142849
21-06-2023 07.44.36,New Button,9,3123,11,7,5,14,14,13,0.00015714281,9.999997e-05,7.142855e-05
21-06-2023 07.44.51,New Button,11,3931,9,8,6,20,6,12,0.00012857139,0.00011428568,8.571426e-05
21-06-2023 07.45.06,New Button,6,3568,7,5,4,16,8,9,9.999997e-05,7.142855e-05,5.714284e-05
21-06-2023 07.45.21,New Button,8,4566,6,6,5,18,1,7,8.571426e-05,8.571426e-05,7.142855e-05
21-06-2023 07.45.36,New Button,40,5353,25,33,26,42,21,24,0.00035714275,0.00047142843,0.00037142846
21-06-2023 07.45.51,New Button,34,6259,18,29,23,22,17,30,0.00025714278,0.00041428559,0.00032857133
21-06-2023 07.46.06,New Button,8,3084,9,6,4,20,9,11,0.00012857139,8.571426e-05,5.714284e-05
21-06-2023 07.46.21,New Button,14,3568,14,11,8,29,22,19,0.00019999994,0.00015714281,0.00011428568
21-06-2023 07.46.36,New Button,9,3508,9,7,5,22,17,12,0.00012857139,9.999997e-05,7.142855e-05
21-06-2023 07.46.51,New Button,3,2344,4,2,1,13,0,0,5.714284e-05,2.857142e-05,1.428571e-05
21-06-2023 07.47.06,New Button,25,4058,20,19,14,22,0,24,0.0002857142,0.00027142849,0.00019999994
21-06-2023 07.47.21,New Button,34,4072,27,26,19,24,0,32,0.00038571417,0.00037142846,0.00027142849
21-06-2023 07.47.36,New Button,30,4090,24,23,17,24,0,29,0.00034285704,0.00032857133,0.00024285707000000001
21-06-2023 07.47.51,New Button,30,4249,24,24,18,23,0,26,0.00034285704,0.00034285704,0.00025714278
21-06-2023 07.48.06,New Button,4,2661,6,3,2,13,2,1,8.571426e-05,4.285713e-05,2.857142e-05
21-06-2023 07.48.21,New Button,150,3951,125,113,84,39,6,164,0.00178571375,0.00161428523,0.00119999964
21-06-2023 07.48.36,New Button,178,4393,132,138,104,49,2,142,0.00188571372,0.00197142798,0.00148571384
21-06-2023 07.48.51,New Button,275,4350,206,213,160,40,0,226,0.00294285626,0.00304285623,0.0022857136
21-06-2023 07.49.06,New Button,272,4342,204,210,158,55,0,225,0.00291428484,0.0029999991,0.00225714218
21-06-2023 07.49.22,New Button,234,4627,166,185,141,53,0,164,0.00237142786,0.00264285635,0.00201428511
21-06-2023 07.49.37,New Button,246,4591,175,193,147,54,0,176,0.00249999925,0.00275714203,0.0020999993700000002
21-06-2023 07.49.52,New Button,255,4521,185,200,152,53,0,190,0.00264285635,0.002857142,0.00217142792
21-06-2023 07.50.07,New Button,236,4529,170,185,140,53,0,174,0.0024285707,0.00264285635,0.0019999994
21-06-2023 07.50.23,New Button,262,4532,188,205,155,56,0,192,0.00268571348,0.00292857055,0.00221428505
21-06-2023 07.50.38,New Button,272,4521,196,213,161,56,0,201,0.00279999916,0.00304285623,0.00229999931
21-06-2023 07.50.53,New Button,259,4563,185,203,154,44,0,188,0.00264285635,0.0028999991300000002,0.00219999934
21-06-2023 07.51.09,New Button,265,4510,193,208,158,56,0,199,0.00275714203,0.00297142768,0.00225714218
21-06-2023 07.51.24,New Button,304,4449,223,237,179,62,0,235,0.00318571333,0.00338571327,0.00255714209
21-06-2023 07.51.39,New Button,220,4590,156,173,131,45,0,156,0.00222857076,0.00247142783,0.00187142801
21-06-2023 07.51.55,New Button,217,4566,156,171,130,44,0,157,0.00222857076,0.00244285641,0.0018571423
21-06-2023 07.52.10,New Button,244,4368,183,190,143,38,0,198,0.00261428493,0.0027142849,0.00204285653
21-06-2023 07.52.25,New Button,30,4373,23,24,18,24,29,24,0.00032857133,0.00034285704,0.00025714278
21-06-2023 07.52.40,New Button,30,4373,23,24,18,25,0,24,0.00032857133,0.00034285704,0.00025714278
21-06-2023 07.52.56,New Button,32,4407,24,25,19,25,0,25,0.00034285704,0.00035714275,0.00027142849
21-06-2023 07.53.11,New Button,25,4399,19,20,15,22,1,19,0.00027142849,0.0002857142,0.00021428565
21-06-2023 07.53.26,New Button,32,4407,24,25,19,30,8,25,0.00034285704,0.00035714275,0.00027142849
21-06-2023 07.53.42,New Button,3267,4639,2297,2574,1958,183,27,2279,0.03281427587,0.036771417540000004,0.02797142018
21-06-2023 07.53.57,New Button,336,4582,240,265,201,86,8,241,0.0034285704,0.00378571315,0.00287142771
21-06-2023 07.54.12,New Button,370,4556,266,291,221,73,0,270,0.00379999886,0.00415714161,0.00315714191
21-06-2023 07.54.28,New Button,395,4519,285,309,234,78,0,293,0.00407142735,0.00441428439,0.00334285614
21-06-2023 07.54.43,New Button,426,4466,311,332,251,38,0,327,0.00444285581,0.00474285572,0.00358571321
21-06-2023 07.54.58,New Button,388,4485,282,303,229,51,0,294,0.00402857022,0.00432857013,0.00327142759
21-06-2023 07.55.13,New Button,414,4407,307,322,243,48,0,330,0.00438571297,0.00459999862,0.00347142753
21-06-2023 07.55.29,New Button,413,4480,301,322,244,48,0,315,0.00429999871,0.00459999862,0.00348571324
21-06-2023 07.55.44,New Button,405,4488,294,316,239,45,0,306,0.0041999987400000004,0.00451428436,0.00341428469
21-06-2023 07.55.59,New Button,396,4455,291,309,234,49,0,307,0.00415714161,0.00441428439,0.00334285614
21-06-2023 07.56.15,New Button,338,4542,243,265,201,50,0,248,0.00347142753,0.00378571315,0.00287142771
21-06-2023 07.56.30,New Button,435,4390,324,338,255,47,0,350,0.00462857004,0.00482856998,0.00364285605
21-06-2023 07.56.45,New Button,421,4429,311,328,248,49,0,331,0.00444285581,0.00468571288,0.00354285608
21-06-2023 07.57.01,New Button,451,4414,334,351,265,51,0,358,0.00477142714,0.00501428421,0.00378571315
21-06-2023 07.57.16,New Button,523,4292,398,403,303,58,0,450,0.00568571258,0.00575714113,0.00432857013
21-06-2023 07.57.31,New Button,601,4341,452,465,350,68,0,499,0.00645714092,0.00664285515,0.0049999985
21-06-2023 07.57.46,New Button,557,4613,395,439,334,114,0,394,0.00564285545,0.00627142669,0.00477142714
21-06-2023 07.58.02,New Button,557,4613,395,439,334,113,0,394,0.00564285545,0.00627142669,0.00477142714
21-06-2023 07.58.17,New Button,385,4426,285,300,227,61,0,304,0.00407142735,0.004285713,0.00324285617
21-06-2023 07.58.32,New Button,408,4374,304,316,238,56,0,331,0.00434285584,0.00451428436,0.00339999898
21-06-2023 07.58.48,New Button,401,4462,294,313,237,54,0,309,0.0041999987400000004,0.00447142723,0.00338571327
21-06-2023 07.59.03,New Button,409,4411,304,319,241,58,0,325,0.00434285584,0.0045571414900000004,0.00344285611
21-06-2023 07.59.18,New Button,401,4462,294,313,237,56,0,309,0.0041999987400000004,0.00447142723,0.00338571327
21-06-2023 07.59.34,New Button,406,4416,301,316,239,56,0,323,0.00429999871,0.00451428436,0.00341428469
21-06-2023 07.59.49,New Button,403,4408,298,313,236,59,0,320,0.00425714158,0.00447142723,0.00337142756
21-06-2023 08.00.04,New Button,327,4510,237,256,194,47,0,245,0.00338571327,0.00365714176,0.00277142774
21-06-2023 08.00.19,New Button,450,4353,337,348,262,54,0,371,0.00481428427,0.00497142708,0.00374285602
21-06-2023 08.00.35,New Button,422,4388,314,328,247,55,0,339,0.00448571294,0.00468571288,0.0035285703700000002
21-06-2023 08.00.50,New Button,406,4416,301,316,239,55,0,323,0.00429999871,0.00451428436,0.00341428469
21-06-2023 08.01.05,New Button,422,4388,314,328,247,59,0,339,0.00448571294,0.00468571288,0.0035285703700000002
21-06-2023 08.01.21,New Button,419,4392,311,325,245,62,0,336,0.00444285581,0.00464285575,0.00349999895
21-06-2023 08.01.36,New Button,427,4408,317,332,251,62,0,341,0.00452857007,0.00474285572,0.00358571321
21-06-2023 08.01.51,New Button,414,4407,307,322,243,63,0,330,0.00438571297,0.00459999862,0.00347142753
21-06-2023 08.02.07,New Button,401,4462,294,313,237,60,0,309,0.0041999987400000004,0.00447142723,0.00338571327
21-06-2023 08.02.22,New Button,406,4416,301,316,239,56,0,323,0.00429999871,0.00451428436,0.00341428469
21-06-2023 08.02.37,New Button,385,4426,285,300,227,62,0,304,0.00407142735,0.004285713,0.00324285617
21-06-2023 08.02.52,New Button,385,4458,282,300,227,61,0,297,0.00402857022,0.004285713,0.00324285617
21-06-2023 08.03.08,New Button,406,4416,301,316,239,61,0,323,0.00429999871,0.00451428436,0.00341428469
21-06-2023 08.03.23,New Button,377,4423,279,294,222,65,0,297,0.00398571309,0.0041999987400000004,0.0031714276200000002
21-06-2023 08.03.38,New Button,341,4532,245,267,202,80,0,251,0.00349999895,0.00381428457,0.00288571342
21-06-2023 08.03.54,New Button,364,4485,266,285,216,77,0,277,0.00379999886,0.00407142735,0.00308571336
21-06-2023 08.04.09,New Button,340,4464,248,265,200,72,0,260,0.00354285608,0.00378571315,0.002857142
21-06-2023 08.04.24,New Button,265,4559,190,208,158,136,0,193,0.0027142849,0.00297142768,0.00225714218
21-06-2023 08.04.39,New Button,236,4529,170,185,140,48,0,174,0.0024285707,0.00264285635,0.0019999994
21-06-2023 08.04.55,New Button,241,4483,175,188,142,48,0,182,0.00249999925,0.00268571348,0.00202857082
21-06-2023 08.05.10,New Button,358,5053,231,288,222,92,0,218,0.00329999901,0.00411428448,0.0031714276200000002
21-06-2023 08.05.25,New Button,25,4249,20,20,15,6,2,22,0.0002857142,0.0002857142,0.00021428565
21-06-2023 08.05.41,New Button,442,4637,311,348,265,56,6,309,0.00444285581,0.00497142708,0.00378571315
21-06-2023 08.05.56,New Button,178,3992,145,134,99,41,6,186,0.00207142795,0.00191428514,0.00141428529
21-06-2023 08.06.11,New Button,168,3922,140,126,93,223,4,185,0.0019999994,0.00179999946,0.00132857103
21-06-2023 08.06.27,New Button,226,4444,166,176,133,148,0,176,0.00237142786,0.00251428496,0.00189999943
21-06-2023 08.06.42,New Button,335,4351,251,259,195,204,0,276,0.00358571321,0.00369999889,0.00278571345
21-06-2023 08.06.57,New Button,307,4253,237,237,178,159,2,271,0.00338571327,0.00338571327,0.0025428563800000002
21-06-2023 08.07.12,New Button,228,4048,185,173,129,141,1,233,0.00264285635,0.00247142783,0.00184285659
21-06-2023 08.07.28,New Button,340,4614,240,267,203,38,4,240,0.0034285704,0.00381428457,0.0028999991300000002
21-06-2023 08.07.43,New Button,260,4639,183,205,156,125,1,181,0.00261428493,0.00292857055,0.00222857076
21-06-2023 08.07.58,New Button,259,4479,190,203,154,53,1,198,0.0027142849,0.0028999991300000002,0.00219999934
21-06-2023 08.08.14,New Button,262,4365,196,203,153,288,1,214,0.00279999916,0.0028999991300000002,0.0021857136300000002
21-06-2023 08.08.29,New Button,158,4560,113,124,94,44,6,114,0.00161428523,0.00177142804,0.00134285674
21-06-2023 08.08.44,New Button,430,4394,321,335,253,70,0,346,0.00458571291,0.00478571285,0.0036142846300000002
21-06-2023 08.09.00,New Button,435,4390,324,338,255,61,0,350,0.00462857004,0.00482856998,0.00364285605
21-06-2023 08.09.15,New Button,594,4291,452,458,344,73,0,510,0.00645714092,0.00654285518,0.0049142842400000004
21-06-2023 08.09.30,New Button,604,4282,460,465,349,74,0,522,0.0065714266,0.00664285515,0.00498571279
21-06-2023 08.09.45,New Button,532,4368,398,413,311,84,0,434,0.00568571258,0.00589999823,0.00444285581
21-06-2023 08.10.01,New Button,568,4322,429,439,330,80,0,477,0.00612856959,0.00627142669,0.0047142843
21-06-2023 08.10.16,New Button,451,4387,337,351,265,59,0,365,0.00481428427,0.00501428421,0.00378571315
21-06-2023 08.10.31,New Button,508,4295,387,392,295,58,0,437,0.00552856977,0.00559999832,0.00421428445
21-06-2023 08.10.47,New Button,435,4362,327,338,255,68,0,357,0.00467142717,0.00482856998,0.00364285605
21-06-2023 08.11.02,New Button,602,4315,456,465,350,72,0,510,0.0065142837600000005,0.00664285515,0.0049999985
21-06-2023 08.11.17,New Button,406,4416,301,316,239,65,0,323,0.00429999871,0.00451428436,0.00341428469
21-06-2023 08.11.33,New Button,568,4452,417,443,335,95,0,440,0.00595714107,0.00632856953,0.00478571285
21-06-2023 08.11.48,New Button,573,4441,421,446,337,94,0,447,0.00601428391,0.00637142666,0.00481428427
21-06-2023 08.12.03,New Button,406,4416,301,316,239,57,0,323,0.00429999871,0.00451428436,0.00341428469
21-06-2023 08.12.18,New Button,445,4357,334,345,260,47,0,366,0.00477142714,0.00492856995,0.0037142846
21-06-2023 08.12.34,New Button,471,4342,355,365,275,56,0,392,0.00507142705,0.00521428415,0.00392857025
21-06-2023 08.12.49,New Button,476,4339,358,368,277,56,0,396,0.00511428418,0.00525714128,0.00395714167
21-06-2023 08.13.04,New Button,409,4442,301,319,241,56,0,318,0.00429999871,0.0045571414900000004,0.00344285611
21-06-2023 08.13.20,New Button,387,4381,288,300,226,52,0,313,0.00411428448,0.004285713,0.00322857046
21-06-2023 08.13.35,New Button,358,4448,263,279,211,53,0,278,0.00375714173,0.00398571309,0.00301428481
21-06-2023 08.13.50,New Button,358,4483,260,279,211,80,0,271,0.0037142846,0.00398571309,0.00301428481
21-06-2023 08.14.06,New Button,405,4133,321,309,231,48,0,389,0.00458571291,0.00441428439,0.00329999901
21-06-2023 08.14.21,New Button,466,4343,351,361,272,62,0,387,0.00501428421,0.00515714131,0.0038857131200000002
21-06-2023 08.14.36,New Button,450,4353,337,348,262,65,0,371,0.00481428427,0.00497142708,0.00374285602
21-06-2023 08.14.51,New Button,486,4303,369,375,282,59,0,415,0.0052714269900000004,0.00535714125,0.00402857022
21-06-2023 08.15.07,New Button,450,4353,337,348,262,58,0,371,0.00481428427,0.00497142708,0.00374285602
21-06-2023 08.15.22,New Button,432,4354,324,335,252,64,0,355,0.00462857004,0.00478571285,0.00359999892
21-06-2023 08.15.37,New Button,414,4368,311,322,243,65,0,339,0.00444285581,0.00459999862,0.00347142753
21-06-2023 08.15.53,New Button,409,4411,304,319,241,64,0,325,0.00434285584,0.0045571414900000004,0.00344285611
21-06-2023 08.16.08,New Button,409,4411,304,319,241,65,0,325,0.00434285584,0.0045571414900000004,0.00344285611
21-06-2023 08.16.23,New Button,387,4381,288,300,226,65,0,313,0.00411428448,0.004285713,0.00322857046
21-06-2023 08.16.38,New Button,403,4378,301,313,236,63,0,327,0.00429999871,0.00447142723,0.00337142756
21-06-2023 08.16.54,New Button,393,4385,294,306,231,62,0,318,0.0041999987400000004,0.0043714272600000005,0.00329999901
21-06-2023 08.17.09,New Button,398,4370,298,309,233,62,0,325,0.00425714158,0.00441428439,0.00332857043
21-06-2023 08.17.24,New Button,390,4376,291,303,228,64,0,315,0.00415714161,0.00432857013,0.0032571418800000002
21-06-2023 08.17.40,New Button,377,4423,279,294,222,64,0,297,0.00398571309,0.0041999987400000004,0.0031714276200000002
21-06-2023 08.17.55,New Button,398,4410,294,309,233,68,0,315,0.0041999987400000004,0.00441428439,0.00332857043
21-06-2023 08.18.10,New Button,398,4370,298,309,233,64,0,325,0.00425714158,0.00441428439,0.00332857043
21-06-2023 08.18.26,New Button,390,4376,291,303,228,67,0,315,0.00415714161,0.00432857013,0.0032571418800000002
21-06-2023 08.18.41,New Button,361,4477,263,282,213,83,0,274,0.00375714173,0.00402857022,0.00304285623
21-06-2023 08.18.56,New Button,422,4360,317,328,247,63,0,346,0.00452857007,0.00468571288,0.0035285703700000002
21-06-2023 08.19.11,New Button,429,4503,311,335,254,93,0,323,0.00444285581,0.00478571285,0.00362857034
21-06-2023 08.19.27,New Button,461,4347,348,358,270,66,0,383,0.00497142708,0.00511428418,0.0038571417
21-06-2023 08.19.42,New Button,476,4306,362,368,277,56,0,406,0.00517142702,0.00525714128,0.00395714167
21-06-2023 08.19.57,New Button,453,4341,341,351,264,67,0,376,0.00487142711,0.00501428421,0.00377142744
21-06-2023 08.20.13,New Button,471,4342,355,365,275,64,0,392,0.00507142705,0.00521428415,0.00392857025
21-06-2023 08.20.28,New Button,461,4347,348,358,270,65,0,383,0.00497142708,0.00511428418,0.0038571417
